,DATE,per_capita_income,county,state
655,1988-01-01,12856,Delaware County,New York
656,1989-01-01,14242,Delaware County,New York
657,1990-01-01,14548,Delaware County,New York
658,1991-01-01,15107,Delaware County,New York
659,1992-01-01,16036,Delaware County,New York
660,1993-01-01,16248,Delaware County,New York
661,1994-01-01,16724,Delaware County,New York
662,1995-01-01,17163,Delaware County,New York
663,1996-01-01,18253,Delaware County,New York
664,1997-01-01,19265,Delaware County,New York
665,1998-01-01,20309,Delaware County,New York
666,1999-01-01,21610,Delaware County,New York
667,2000-01-01,22789,Delaware County,New York
668,2001-01-01,22482,Delaware County,New York
669,2002-01-01,22912,Delaware County,New York
670,2003-01-01,23895,Delaware County,New York
671,2004-01-01,25234,Delaware County,New York
672,2005-01-01,25641,Delaware County,New York
673,2006-01-01,26491,Delaware County,New York
674,2007-01-01,27448,Delaware County,New York
675,2008-01-01,29123,Delaware County,New York
676,2009-01-01,29558,Delaware County,New York
677,2010-01-01,30683,Delaware County,New York
678,2011-01-01,31552,Delaware County,New York
679,2012-01-01,32586,Delaware County,New York
680,2013-01-01,33548,Delaware County,New York
681,2014-01-01,34880,Delaware County,New York
682,2015-01-01,35265,Delaware County,New York
683,2016-01-01,35647,Delaware County,New York
684,2017-01-01,37996,Delaware County,New York
685,2018-01-01,38992,Delaware County,New York
686,2019-01-01,42770,Delaware County,New York
687,2020-01-01,46157,Delaware County,New York
688,2021-01-01,48644,Delaware County,New York
689,1969-01-01,4057,Dutchess County,New York
690,1970-01-01,4379,Dutchess County,New York
691,1971-01-01,4641,Dutchess County,New York
692,1972-01-01,5039,Dutchess County,New York
693,1973-01-01,5508,Dutchess County,New York
694,1974-01-01,6075,Dutchess County,New York
695,1975-01-01,6636,Dutchess County,New York
696,1976-01-01,7077,Dutchess County,New York
697,1977-01-01,7661,Dutchess County,New York
698,1978-01-01,8481,Dutchess County,New York
699,1979-01-01,9455,Dutchess County,New York
700,1980-01-01,10529,Dutchess County,New York
701,1981-01-01,11917,Dutchess County,New York
702,1982-01-01,13350,Dutchess County,New York
703,1983-01-01,14361,Dutchess County,New York
704,1984-01-01,16055,Dutchess County,New York
705,1985-01-01,17247,Dutchess County,New York
706,1986-01-01,18359,Dutchess County,New York
707,1987-01-01,19034,Dutchess County,New York
708,1988-01-01,20092,Dutchess County,New York
709,1989-01-01,21884,Dutchess County,New York
710,1990-01-01,23054,Dutchess County,New York
711,1991-01-01,23409,Dutchess County,New York
712,1992-01-01,23751,Dutchess County,New York
713,1993-01-01,23846,Dutchess County,New York
714,1994-01-01,23931,Dutchess County,New York
715,1995-01-01,25190,Dutchess County,New York
716,1996-01-01,26308,Dutchess County,New York
717,1997-01-01,27993,Dutchess County,New York
718,1998-01-01,28828,Dutchess County,New York
719,1999-01-01,30282,Dutchess County,New York
720,2000-01-01,32404,Dutchess County,New York
721,2001-01-01,33886,Dutchess County,New York
722,2002-01-01,33544,Dutchess County,New York
723,2003-01-01,34309,Dutchess County,New York
724,2004-01-01,35683,Dutchess County,New York
725,2005-01-01,36908,Dutchess County,New York
726,2006-01-01,38976,Dutchess County,New York
727,2007-01-01,41119,Dutchess County,New York
728,2008-01-01,42396,Dutchess County,New York
729,2009-01-01,41480,Dutchess County,New York
730,2010-01-01,42451,Dutchess County,New York
731,2011-01-01,44088,Dutchess County,New York
732,2012-01-01,45988,Dutchess County,New York
733,2013-01-01,46340,Dutchess County,New York
734,2014-01-01,47681,Dutchess County,New York
735,2015-01-01,50017,Dutchess County,New York
736,2016-01-01,51556,Dutchess County,New York
737,2017-01-01,53776,Dutchess County,New York
738,2018-01-01,55273,Dutchess County,New York
739,2019-01-01,59590,Dutchess County,New York
740,2020-01-01,63333,Dutchess County,New York
741,2021-01-01,67256,Dutchess County,New York
742,1969-01-01,4008,Erie County,New York
743,1970-01-01,4231,Erie County,New York
744,1971-01-01,4530,Erie County,New York
745,1972-01-01,4823,Erie County,New York
746,1973-01-01,5299,Erie County,New York
747,1974-01-01,5787,Erie County,New York
748,1975-01-01,6272,Erie County,New York
749,1976-01-01,6812,Erie County,New York
750,1977-01-01,7482,Erie County,New York
751,1978-01-01,8177,Erie County,New York
752,1979-01-01,9048,Erie County,New York
753,1980-01-01,10024,Erie County,New York
754,1981-01-01,11037,Erie County,New York
755,1982-01-01,11719,Erie County,New York
756,1983-01-01,12404,Erie County,New York
757,1984-01-01,13696,Erie County,New York
758,1985-01-01,14564,Erie County,New York
759,1986-01-01,15459,Erie County,New York
760,1987-01-01,16190,Erie County,New York
761,1988-01-01,17335,Erie County,New York
762,1989-01-01,18511,Erie County,New York
763,1990-01-01,19686,Erie County,New York
764,1991-01-01,19987,Erie County,New York
765,1992-01-01,20918,Erie County,New York
766,1993-01-01,21301,Erie County,New York
767,1994-01-01,22094,Erie County,New York
768,1995-01-01,23119,Erie County,New York
769,1996-01-01,23887,Erie County,New York
770,1997-01-01,24929,Erie County,New York
771,1998-01-01,25961,Erie County,New York
772,1999-01-01,27168,Erie County,New York
773,2000-01-01,28780,Erie County,New York
774,2001-01-01,28937,Erie County,New York
775,2002-01-01,29490,Erie County,New York
776,2003-01-01,30505,Erie County,New York
777,2004-01-01,31865,Erie County,New York
778,2005-01-01,32289,Erie County,New York
779,2006-01-01,34083,Erie County,New York
780,2007-01-01,36004,Erie County,New York
781,2008-01-01,37684,Erie County,New York
782,2009-01-01,37991,Erie County,New York
783,2010-01-01,39348,Erie County,New York
784,2011-01-01,40651,Erie County,New York
785,2012-01-01,41989,Erie County,New York
786,2013-01-01,42128,Erie County,New York
787,2014-01-01,43142,Erie County,New York
788,2015-01-01,44915,Erie County,New York
789,2016-01-01,45666,Erie County,New York
790,2017-01-01,47743,Erie County,New York
791,2018-01-01,48756,Erie County,New York
792,2019-01-01,50760,Erie County,New York
793,2020-01-01,55229,Erie County,New York
794,2021-01-01,57625,Erie County,New York
795,1969-01-01,3039,Essex County,New York
796,1970-01-01,3360,Essex County,New York
797,1971-01-01,3669,Essex County,New York
798,1972-01-01,3775,Essex County,New York
799,1973-01-01,4095,Essex County,New York
800,1974-01-01,4539,Essex County,New York
801,1975-01-01,5055,Essex County,New York
802,1976-01-01,5327,Essex County,New York
803,1977-01-01,5677,Essex County,New York
804,1978-01-01,6341,Essex County,New York
805,1979-01-01,7002,Essex County,New York
806,1980-01-01,7766,Essex County,New York
807,1981-01-01,8680,Essex County,New York
808,1982-01-01,9343,Essex County,New York
809,1983-01-01,9889,Essex County,New York
810,1984-01-01,11066,Essex County,New York
811,1985-01-01,11696,Essex County,New York
812,1986-01-01,12468,Essex County,New York
813,1987-01-01,13294,Essex County,New York
814,1988-01-01,14386,Essex County,New York
815,1989-01-01,15720,Essex County,New York
816,1990-01-01,16200,Essex County,New York
817,1991-01-01,16500,Essex County,New York
818,1992-01-01,17540,Essex County,New York
819,1993-01-01,17687,Essex County,New York
820,1994-01-01,18169,Essex County,New York
821,1995-01-01,18844,Essex County,New York
822,1996-01-01,19262,Essex County,New York
823,1997-01-01,19994,Essex County,New York
824,1998-01-01,20977,Essex County,New York
825,1999-01-01,22115,Essex County,New York
826,2000-01-01,23371,Essex County,New York
827,2001-01-01,24560,Essex County,New York
828,2002-01-01,24985,Essex County,New York
829,2003-01-01,25835,Essex County,New York
830,2004-01-01,27243,Essex County,New York
831,2005-01-01,27583,Essex County,New York
832,2006-01-01,28804,Essex County,New York
833,2007-01-01,30280,Essex County,New York
834,2008-01-01,32820,Essex County,New York
835,2009-01-01,33405,Essex County,New York
836,2010-01-01,34674,Essex County,New York
837,2011-01-01,35983,Essex County,New York
838,2012-01-01,37809,Essex County,New York
839,2013-01-01,38655,Essex County,New York
840,2014-01-01,39583,Essex County,New York
841,2015-01-01,40263,Essex County,New York
842,2016-01-01,41739,Essex County,New York
843,2017-01-01,43914,Essex County,New York
844,2018-01-01,45085,Essex County,New York
845,2019-01-01,47408,Essex County,New York
846,2020-01-01,51020,Essex County,New York
847,2021-01-01,54109,Essex County,New York
848,1969-01-01,2650,Franklin County,New York
849,1970-01-01,2885,Franklin County,New York
850,1971-01-01,3127,Franklin County,New York
851,1972-01-01,3316,Franklin County,New York
852,1973-01-01,3692,Franklin County,New York
853,1974-01-01,4099,Franklin County,New York
854,1975-01-01,4554,Franklin County,New York
855,1976-01-01,4848,Franklin County,New York
856,1977-01-01,5245,Franklin County,New York
857,1978-01-01,5639,Franklin County,New York
858,1979-01-01,6270,Franklin County,New York
859,1980-01-01,7104,Franklin County,New York
860,1981-01-01,7647,Franklin County,New York
861,1982-01-01,8457,Franklin County,New York
862,1983-01-01,9103,Franklin County,New York
863,1984-01-01,9831,Franklin County,New York
864,1985-01-01,10458,Franklin County,New York
865,1986-01-01,11169,Franklin County,New York
866,1987-01-01,11700,Franklin County,New York
867,1988-01-01,12351,Franklin County,New York
868,1989-01-01,13534,Franklin County,New York
869,1990-01-01,14264,Franklin County,New York
870,1991-01-01,14679,Franklin County,New York
871,1992-01-01,15577,Franklin County,New York
872,1993-01-01,15880,Franklin County,New York
873,1994-01-01,16391,Franklin County,New York
874,1995-01-01,16787,Franklin County,New York
875,1996-01-01,17539,Franklin County,New York
876,1997-01-01,17951,Franklin County,New York
877,1998-01-01,18656,Franklin County,New York
878,1999-01-01,19048,Franklin County,New York
879,2000-01-01,20600,Franklin County,New York
880,2001-01-01,21313,Franklin County,New York
881,2002-01-01,21930,Franklin County,New York
882,2003-01-01,22867,Franklin County,New York
883,2004-01-01,24123,Franklin County,New York
884,2005-01-01,24566,Franklin County,New York
885,2006-01-01,25924,Franklin County,New York
886,2007-01-01,27313,Franklin County,New York
887,2008-01-01,29362,Franklin County,New York
888,2009-01-01,30163,Franklin County,New York
889,2010-01-01,31521,Franklin County,New York
890,2011-01-01,32674,Franklin County,New York
891,2012-01-01,33296,Franklin County,New York
892,2013-01-01,34077,Franklin County,New York
893,2014-01-01,34486,Franklin County,New York
894,2015-01-01,35538,Franklin County,New York
895,2016-01-01,35976,Franklin County,New York
896,2017-01-01,38268,Franklin County,New York
897,2018-01-01,38694,Franklin County,New York
898,2019-01-01,41327,Franklin County,New York
899,2020-01-01,45004,Franklin County,New York
900,2021-01-01,48658,Franklin County,New York
901,1969-01-01,3428,Fulton County,New York
902,1970-01-01,3661,Fulton County,New York
903,1971-01-01,3835,Fulton County,New York
904,1972-01-01,4019,Fulton County,New York
905,1973-01-01,4318,Fulton County,New York
906,1974-01-01,4707,Fulton County,New York
907,1975-01-01,5190,Fulton County,New York
908,1976-01-01,5550,Fulton County,New York
909,1977-01-01,6152,Fulton County,New York
910,1978-01-01,6607,Fulton County,New York
911,1979-01-01,7319,Fulton County,New York
912,1980-01-01,8380,Fulton County,New York
913,1981-01-01,9421,Fulton County,New York
914,1982-01-01,10224,Fulton County,New York
915,1983-01-01,10934,Fulton County,New York
916,1984-01-01,11501,Fulton County,New York
917,1985-01-01,12055,Fulton County,New York
918,1986-01-01,12782,Fulton County,New York
919,1987-01-01,13500,Fulton County,New York
920,1988-01-01,14004,Fulton County,New York
921,1989-01-01,15460,Fulton County,New York
922,1990-01-01,15923,Fulton County,New York
923,1991-01-01,16516,Fulton County,New York
924,1992-01-01,17626,Fulton County,New York
925,1993-01-01,18143,Fulton County,New York
926,1994-01-01,18773,Fulton County,New York
927,1995-01-01,19389,Fulton County,New York
928,1996-01-01,20522,Fulton County,New York
929,1997-01-01,21419,Fulton County,New York
930,1998-01-01,22484,Fulton County,New York
931,1999-01-01,23496,Fulton County,New York
932,2000-01-01,25090,Fulton County,New York
933,2001-01-01,25048,Fulton County,New York
934,2002-01-01,25483,Fulton County,New York
935,2003-01-01,26794,Fulton County,New York
936,2004-01-01,27926,Fulton County,New York
937,2005-01-01,27978,Fulton County,New York
938,2006-01-01,29038,Fulton County,New York
939,2007-01-01,30247,Fulton County,New York
940,2008-01-01,31652,Fulton County,New York
941,2009-01-01,32345,Fulton County,New York
942,2010-01-01,33630,Fulton County,New York
943,2011-01-01,34214,Fulton County,New York
944,2012-01-01,34889,Fulton County,New York
945,2013-01-01,35649,Fulton County,New York
946,2014-01-01,36460,Fulton County,New York
947,2015-01-01,38265,Fulton County,New York
948,2016-01-01,39681,Fulton County,New York
949,2017-01-01,41463,Fulton County,New York
950,2018-01-01,42491,Fulton County,New York
951,2019-01-01,44191,Fulton County,New York
952,2020-01-01,48587,Fulton County,New York
953,2021-01-01,51558,Fulton County,New York
954,1969-01-01,3771,Genesee County,New York
955,1970-01-01,4054,Genesee County,New York
956,1971-01-01,4281,Genesee County,New York
957,1972-01-01,4520,Genesee County,New York
958,1973-01-01,5120,Genesee County,New York
959,1974-01-01,5646,Genesee County,New York
960,1975-01-01,5948,Genesee County,New York
961,1976-01-01,6332,Genesee County,New York
962,1977-01-01,6874,Genesee County,New York
963,1978-01-01,7523,Genesee County,New York
964,1979-01-01,8341,Genesee County,New York
965,1980-01-01,9280,Genesee County,New York
966,1981-01-01,10253,Genesee County,New York
967,1982-01-01,10852,Genesee County,New York
968,1983-01-01,11094,Genesee County,New York
969,1984-01-01,12363,Genesee County,New York
970,1985-01-01,13052,Genesee County,New York
971,1986-01-01,13763,Genesee County,New York
972,1987-01-01,14796,Genesee County,New York
973,1988-01-01,15781,Genesee County,New York
974,1989-01-01,16936,Genesee County,New York
975,1990-01-01,17920,Genesee County,New York
976,1991-01-01,18238,Genesee County,New York
977,1992-01-01,19033,Genesee County,New York
978,1993-01-01,19436,Genesee County,New York
979,1994-01-01,20080,Genesee County,New York
980,1995-01-01,20827,Genesee County,New York
981,1996-01-01,21186,Genesee County,New York
982,1997-01-01,22119,Genesee County,New York
983,1998-01-01,23220,Genesee County,New York
984,1999-01-01,24320,Genesee County,New York
985,2000-01-01,25246,Genesee County,New York
986,2001-01-01,25758,Genesee County,New York
987,2002-01-01,26112,Genesee County,New York
988,2003-01-01,27391,Genesee County,New York
989,2004-01-01,28263,Genesee County,New York
990,2005-01-01,29054,Genesee County,New York
991,2006-01-01,30063,Genesee County,New York
992,2007-01-01,31775,Genesee County,New York
993,2008-01-01,33472,Genesee County,New York
994,2009-01-01,33543,Genesee County,New York
995,2010-01-01,34762,Genesee County,New York
996,2011-01-01,35786,Genesee County,New York
997,2012-01-01,36695,Genesee County,New York
998,2013-01-01,37449,Genesee County,New York
999,2014-01-01,38690,Genesee County,New York
1000,2015-01-01,40041,Genesee County,New York
1001,2016-01-01,40053,Genesee County,New York
1002,2017-01-01,41669,Genesee County,New York
1003,2018-01-01,42772,Genesee County,New York
1004,2019-01-01,44444,Genesee County,New York
1005,2020-01-01,48351,Genesee County,New York
1006,2021-01-01,50662,Genesee County,New York
1007,1969-01-01,3488,Greene County,New York
1008,1970-01-01,3790,Greene County,New York
1009,1971-01-01,4141,Greene County,New York
1010,1972-01-01,4299,Greene County,New York
1011,1973-01-01,4663,Greene County,New York
1012,1974-01-01,5000,Greene County,New York
1013,1975-01-01,5390,Greene County,New York
1014,1976-01-01,5719,Greene County,New York
1015,1977-01-01,6140,Greene County,New York
1016,1978-01-01,6894,Greene County,New York
1017,1979-01-01,7578,Greene County,New York
1018,1980-01-01,8664,Greene County,New York
1019,1981-01-01,9525,Greene County,New York
1020,1982-01-01,10190,Greene County,New York
1021,1983-01-01,10933,Greene County,New York
1022,1984-01-01,12029,Greene County,New York
1023,1985-01-01,12673,Greene County,New York
1024,1986-01-01,13686,Greene County,New York
1025,1987-01-01,14669,Greene County,New York
1026,1988-01-01,15345,Greene County,New York
1027,1989-01-01,16361,Greene County,New York
1028,1990-01-01,16868,Greene County,New York
1029,1991-01-01,17144,Greene County,New York
1030,1992-01-01,17859,Greene County,New York
1031,1993-01-01,18083,Greene County,New York
1032,1994-01-01,18804,Greene County,New York
1033,1995-01-01,19337,Greene County,New York
1034,1996-01-01,20383,Greene County,New York
1035,1997-01-01,21676,Greene County,New York
1036,1998-01-01,22328,Greene County,New York
1037,1999-01-01,23283,Greene County,New York
1038,2000-01-01,24917,Greene County,New York
1039,2001-01-01,26171,Greene County,New York
1040,2002-01-01,26295,Greene County,New York
1041,2003-01-01,27868,Greene County,New York
1042,2004-01-01,28665,Greene County,New York
1043,2005-01-01,28628,Greene County,New York
1044,2006-01-01,29427,Greene County,New York
1045,2007-01-01,30243,Greene County,New York
1046,2008-01-01,32250,Greene County,New York
1047,2009-01-01,33232,Greene County,New York
1048,2010-01-01,35447,Greene County,New York
1049,2011-01-01,37207,Greene County,New York
1050,2012-01-01,39042,Greene County,New York
1051,2013-01-01,40103,Greene County,New York
1052,2014-01-01,41925,Greene County,New York
1053,2015-01-01,43557,Greene County,New York
1054,2016-01-01,44145,Greene County,New York
1055,2017-01-01,45962,Greene County,New York
1056,2018-01-01,46364,Greene County,New York
1057,2019-01-01,48849,Greene County,New York
1058,2020-01-01,53044,Greene County,New York
1059,2021-01-01,55805,Greene County,New York
1060,1969-01-01,2865,Hamilton County,New York
1061,1970-01-01,3247,Hamilton County,New York
1062,1971-01-01,3729,Hamilton County,New York
1063,1972-01-01,4048,Hamilton County,New York
1064,1973-01-01,4115,Hamilton County,New York
1065,1974-01-01,4406,Hamilton County,New York
1066,1975-01-01,4967,Hamilton County,New York
1067,1976-01-01,5466,Hamilton County,New York
1068,1977-01-01,5802,Hamilton County,New York
1069,1978-01-01,6201,Hamilton County,New York
1070,1979-01-01,6596,Hamilton County,New York
1071,1980-01-01,7851,Hamilton County,New York
1072,1981-01-01,8915,Hamilton County,New York
1073,1982-01-01,10094,Hamilton County,New York
1074,1983-01-01,10480,Hamilton County,New York
1075,1984-01-01,11691,Hamilton County,New York
1076,1985-01-01,12210,Hamilton County,New York
1077,1986-01-01,13431,Hamilton County,New York
1078,1987-01-01,14100,Hamilton County,New York
1079,1988-01-01,15119,Hamilton County,New York
1080,1989-01-01,16417,Hamilton County,New York
1081,1990-01-01,16740,Hamilton County,New York
1082,1991-01-01,17629,Hamilton County,New York
1083,1992-01-01,18881,Hamilton County,New York
1084,1993-01-01,20319,Hamilton County,New York
1085,1994-01-01,19673,Hamilton County,New York
1086,1995-01-01,20715,Hamilton County,New York
1087,1996-01-01,21151,Hamilton County,New York
1088,1997-01-01,22660,Hamilton County,New York
1089,1998-01-01,23044,Hamilton County,New York
1090,1999-01-01,23975,Hamilton County,New York
1091,2000-01-01,24691,Hamilton County,New York
1092,2001-01-01,26543,Hamilton County,New York
1093,2002-01-01,27618,Hamilton County,New York
1094,2003-01-01,28886,Hamilton County,New York
1095,2004-01-01,30271,Hamilton County,New York
1096,2005-01-01,31266,Hamilton County,New York
1097,2006-01-01,32494,Hamilton County,New York
1098,2007-01-01,34454,Hamilton County,New York
1099,2008-01-01,37910,Hamilton County,New York
1100,2009-01-01,40159,Hamilton County,New York
1101,2010-01-01,41005,Hamilton County,New York
1102,2011-01-01,42557,Hamilton County,New York
1103,2012-01-01,42036,Hamilton County,New York
1104,2013-01-01,42184,Hamilton County,New York
1105,2014-01-01,45458,Hamilton County,New York
1106,2015-01-01,44770,Hamilton County,New York
1107,2016-01-01,46428,Hamilton County,New York
1108,2017-01-01,47689,Hamilton County,New York
1109,2018-01-01,47904,Hamilton County,New York
1110,2019-01-01,49017,Hamilton County,New York
1111,2020-01-01,52685,Hamilton County,New York
1112,2021-01-01,54556,Hamilton County,New York
1113,1969-01-01,3764,Herkimer County,New York
1114,1970-01-01,3951,Herkimer County,New York
1115,1971-01-01,4056,Herkimer County,New York
1116,1972-01-01,4215,Herkimer County,New York
1117,1973-01-01,4435,Herkimer County,New York
1118,1974-01-01,4793,Herkimer County,New York
1119,1975-01-01,5187,Herkimer County,New York
1120,1976-01-01,5579,Herkimer County,New York
1121,1977-01-01,5975,Herkimer County,New York
1122,1978-01-01,6477,Herkimer County,New York
1123,1979-01-01,7110,Herkimer County,New York
1124,1980-01-01,8013,Herkimer County,New York
1125,1981-01-01,8863,Herkimer County,New York
1126,1982-01-01,9570,Herkimer County,New York
1127,1983-01-01,10052,Herkimer County,New York
1128,1984-01-01,11142,Herkimer County,New York
1129,1985-01-01,11549,Herkimer County,New York
1130,1986-01-01,12069,Herkimer County,New York
1131,1987-01-01,12611,Herkimer County,New York
1132,1988-01-01,13581,Herkimer County,New York
1133,1989-01-01,14721,Herkimer County,New York
1134,1990-01-01,15272,Herkimer County,New York
1135,1991-01-01,15542,Herkimer County,New York
1136,1992-01-01,16542,Herkimer County,New York
1137,1993-01-01,17045,Herkimer County,New York
1138,1994-01-01,17832,Herkimer County,New York
1139,1995-01-01,18382,Herkimer County,New York
1140,1996-01-01,18685,Herkimer County,New York
1141,1997-01-01,19285,Herkimer County,New York
1142,1998-01-01,20438,Herkimer County,New York
1143,1999-01-01,21770,Herkimer County,New York
1144,2000-01-01,22669,Herkimer County,New York
1145,2001-01-01,23357,Herkimer County,New York
1146,2002-01-01,23685,Herkimer County,New York
1147,2003-01-01,24434,Herkimer County,New York
1148,2004-01-01,25870,Herkimer County,New York
1149,2005-01-01,26263,Herkimer County,New York
1150,2006-01-01,27151,Herkimer County,New York
1151,2007-01-01,28572,Herkimer County,New York
1152,2008-01-01,30552,Herkimer County,New York
1153,2009-01-01,31757,Herkimer County,New York
1154,2010-01-01,33061,Herkimer County,New York
1155,2011-01-01,34370,Herkimer County,New York
1156,2012-01-01,35338,Herkimer County,New York
1157,2013-01-01,36153,Herkimer County,New York
1158,2014-01-01,36608,Herkimer County,New York
1159,2015-01-01,37791,Herkimer County,New York
1160,2016-01-01,38285,Herkimer County,New York
1161,2017-01-01,40418,Herkimer County,New York
1162,2018-01-01,41214,Herkimer County,New York
1163,2019-01-01,44074,Herkimer County,New York
1164,2020-01-01,48208,Herkimer County,New York
1165,2021-01-01,51946,Herkimer County,New York
1166,1969-01-01,3295,Jefferson County,New York
1167,1970-01-01,3535,Jefferson County,New York
1168,1971-01-01,3758,Jefferson County,New York
1169,1972-01-01,3902,Jefferson County,New York
1170,1973-01-01,4215,Jefferson County,New York
1171,1974-01-01,4606,Jefferson County,New York
1172,1975-01-01,4998,Jefferson County,New York
1173,1976-01-01,5309,Jefferson County,New York
1174,1977-01-01,5635,Jefferson County,New York
1175,1978-01-01,6255,Jefferson County,New York
1176,1979-01-01,6929,Jefferson County,New York
1177,1980-01-01,7797,Jefferson County,New York
1178,1981-01-01,8557,Jefferson County,New York
1179,1982-01-01,9442,Jefferson County,New York
1180,1983-01-01,10062,Jefferson County,New York
1181,1984-01-01,11080,Jefferson County,New York
1182,1985-01-01,11894,Jefferson County,New York
1183,1986-01-01,12836,Jefferson County,New York
1184,1987-01-01,14268,Jefferson County,New York
1185,1988-01-01,15237,Jefferson County,New York
1186,1989-01-01,16323,Jefferson County,New York
1187,1990-01-01,16606,Jefferson County,New York
1188,1991-01-01,17238,Jefferson County,New York
1189,1992-01-01,17962,Jefferson County,New York
1190,1993-01-01,17930,Jefferson County,New York
1191,1994-01-01,18124,Jefferson County,New York
1192,1995-01-01,19087,Jefferson County,New York
1193,1996-01-01,19738,Jefferson County,New York
1194,1997-01-01,20509,Jefferson County,New York
1195,1998-01-01,21624,Jefferson County,New York
1196,1999-01-01,22715,Jefferson County,New York
1197,2000-01-01,24089,Jefferson County,New York
1198,2001-01-01,24389,Jefferson County,New York
1199,2002-01-01,25698,Jefferson County,New York
1200,2003-01-01,27569,Jefferson County,New York
1201,2004-01-01,29466,Jefferson County,New York
1202,2005-01-01,30972,Jefferson County,New York
1203,2006-01-01,33518,Jefferson County,New York
1204,2007-01-01,35379,Jefferson County,New York
1205,2008-01-01,37849,Jefferson County,New York
1206,2009-01-01,39509,Jefferson County,New York
1207,2010-01-01,41408,Jefferson County,New York
1208,2011-01-01,42487,Jefferson County,New York
1209,2012-01-01,41751,Jefferson County,New York
1210,2013-01-01,41285,Jefferson County,New York
1211,2014-01-01,41436,Jefferson County,New York
1212,2015-01-01,41720,Jefferson County,New York
1213,2016-01-01,42020,Jefferson County,New York
1214,2017-01-01,43084,Jefferson County,New York
1215,2018-01-01,43716,Jefferson County,New York
1216,2019-01-01,45905,Jefferson County,New York
1217,2020-01-01,50368,Jefferson County,New York
1218,2021-01-01,53130,Jefferson County,New York
1219,1969-01-01,3850,Kings County,New York
1220,1970-01-01,4129,Kings County,New York
1221,1971-01-01,4336,Kings County,New York
1222,1972-01-01,4674,Kings County,New York
1223,1973-01-01,5000,Kings County,New York
1224,1974-01-01,5392,Kings County,New York
1225,1975-01-01,5865,Kings County,New York
1226,1976-01-01,6169,Kings County,New York
1227,1977-01-01,6646,Kings County,New York
1228,1978-01-01,7231,Kings County,New York
1229,1979-01-01,7799,Kings County,New York
1230,1980-01-01,8622,Kings County,New York
1231,1981-01-01,9649,Kings County,New York
1232,1982-01-01,10465,Kings County,New York
1233,1983-01-01,11221,Kings County,New York
1234,1984-01-01,12298,Kings County,New York
1235,1985-01-01,12965,Kings County,New York
1236,1986-01-01,13753,Kings County,New York
1237,1987-01-01,14459,Kings County,New York
1238,1988-01-01,15569,Kings County,New York
1239,1989-01-01,16853,Kings County,New York
1240,1990-01-01,18339,Kings County,New York
1241,1991-01-01,18326,Kings County,New York
1242,1992-01-01,18867,Kings County,New York
1243,1993-01-01,19195,Kings County,New York
1244,1994-01-01,19593,Kings County,New York
1245,1995-01-01,20500,Kings County,New York
1246,1996-01-01,21315,Kings County,New York
1247,1997-01-01,21815,Kings County,New York
1248,1998-01-01,22640,Kings County,New York
1249,1999-01-01,23903,Kings County,New York
1250,2000-01-01,25229,Kings County,New York
1251,2001-01-01,26046,Kings County,New York
1252,2002-01-01,26066,Kings County,New York
1253,2003-01-01,26447,Kings County,New York
1254,2004-01-01,28198,Kings County,New York
1255,2005-01-01,28673,Kings County,New York
1256,2006-01-01,30647,Kings County,New York
1257,2007-01-01,32900,Kings County,New York
1258,2008-01-01,33904,Kings County,New York
1259,2009-01-01,33644,Kings County,New York
1260,2010-01-01,35002,Kings County,New York
1261,2011-01-01,36341,Kings County,New York
1262,2012-01-01,37103,Kings County,New York
1263,2013-01-01,37749,Kings County,New York
1264,2014-01-01,39284,Kings County,New York
1265,2015-01-01,41584,Kings County,New York
1266,2016-01-01,43076,Kings County,New York
1267,2017-01-01,46345,Kings County,New York
1268,2018-01-01,48716,Kings County,New York
1269,2019-01-01,51632,Kings County,New York
1270,2020-01-01,56349,Kings County,New York
1271,2021-01-01,61851,Kings County,New York
1272,1969-01-01,2849,Lewis County,New York
1273,1970-01-01,3065,Lewis County,New York
1274,1971-01-01,3276,Lewis County,New York
1275,1972-01-01,3490,Lewis County,New York
1276,1973-01-01,3750,Lewis County,New York
1277,1974-01-01,4018,Lewis County,New York
1278,1975-01-01,4192,Lewis County,New York
1279,1976-01-01,4587,Lewis County,New York
1280,1977-01-01,4783,Lewis County,New York
1281,1978-01-01,5389,Lewis County,New York
1282,1979-01-01,5885,Lewis County,New York
1283,1980-01-01,7031,Lewis County,New York
1284,1981-01-01,7692,Lewis County,New York
1285,1982-01-01,8284,Lewis County,New York
1286,1983-01-01,8922,Lewis County,New York
1287,1984-01-01,9892,Lewis County,New York
1288,1985-01-01,10694,Lewis County,New York
1289,1986-01-01,11369,Lewis County,New York
1290,1987-01-01,11837,Lewis County,New York
1291,1988-01-01,12451,Lewis County,New York
1292,1989-01-01,13501,Lewis County,New York
1293,1990-01-01,14042,Lewis County,New York
1294,1991-01-01,14761,Lewis County,New York
1295,1992-01-01,15345,Lewis County,New York
1296,1993-01-01,15278,Lewis County,New York
1297,1994-01-01,15848,Lewis County,New York
1298,1995-01-01,16231,Lewis County,New York
1299,1996-01-01,17282,Lewis County,New York
1300,1997-01-01,17775,Lewis County,New York
1301,1998-01-01,18813,Lewis County,New York
1302,1999-01-01,19838,Lewis County,New York
1303,2000-01-01,20644,Lewis County,New York
1304,2001-01-01,21155,Lewis County,New York
1305,2002-01-01,22390,Lewis County,New York
