FIPS Code,Geography,Year,Program Type,Population
36083,Rensselaer County,2000,Intercensal Population Estimate,152684
36083,Rensselaer County,2001,Intercensal Population Estimate,152700
36083,Rensselaer County,2002,Intercensal Population Estimate,153040
36083,Rensselaer County,2003,Intercensal Population Estimate,154201
36083,Rensselaer County,2004,Intercensal Population Estimate,155523
36083,Rensselaer County,2005,Intercensal Population Estimate,156104
36083,Rensselaer County,2006,Intercensal Population Estimate,157312
36083,Rensselaer County,2007,Intercensal Population Estimate,158243
36083,Rensselaer County,2008,Intercensal Population Estimate,159011
36083,Rensselaer County,2009,Intercensal Population Estimate,159150
36085,Richmond County,1970,Intercensal Population Estimate,297331
36085,Richmond County,1971,Intercensal Population Estimate,304928
36085,Richmond County,1972,Intercensal Population Estimate,309660
36085,Richmond County,1973,Intercensal Population Estimate,315833
36085,Richmond County,1974,Intercensal Population Estimate,320190
36085,Richmond County,1975,Intercensal Population Estimate,323458
36085,Richmond County,1976,Intercensal Population Estimate,327296
36085,Richmond County,1977,Intercensal Population Estimate,331933
36085,Richmond County,1978,Intercensal Population Estimate,339617
36085,Richmond County,1979,Intercensal Population Estimate,346930
36085,Richmond County,1980,Intercensal Population Estimate,353101
36085,Richmond County,1981,Intercensal Population Estimate,356317
36085,Richmond County,1982,Intercensal Population Estimate,359062
36085,Richmond County,1983,Intercensal Population Estimate,361728
36085,Richmond County,1984,Intercensal Population Estimate,364847
36085,Richmond County,1985,Intercensal Population Estimate,367927
36085,Richmond County,1986,Intercensal Population Estimate,371084
36085,Richmond County,1987,Intercensal Population Estimate,373232
36085,Richmond County,1988,Intercensal Population Estimate,375706
36085,Richmond County,1989,Intercensal Population Estimate,377063
36085,Richmond County,1990,Intercensal Population Estimate,380564
36085,Richmond County,1991,Intercensal Population Estimate,387948
36085,Richmond County,1992,Intercensal Population Estimate,395643
36085,Richmond County,1993,Intercensal Population Estimate,402590
36085,Richmond County,1994,Intercensal Population Estimate,406208
36085,Richmond County,1995,Intercensal Population Estimate,409600
36085,Richmond County,1996,Intercensal Population Estimate,414481
36085,Richmond County,1997,Intercensal Population Estimate,420725
36085,Richmond County,1998,Intercensal Population Estimate,428952
36085,Richmond County,1999,Intercensal Population Estimate,437814
36085,Richmond County,2000,Intercensal Population Estimate,445235
36085,Richmond County,2001,Intercensal Population Estimate,448961
36085,Richmond County,2002,Intercensal Population Estimate,452813
36085,Richmond County,2003,Intercensal Population Estimate,455939
36085,Richmond County,2004,Intercensal Population Estimate,456846
36085,Richmond County,2005,Intercensal Population Estimate,457028
36085,Richmond County,2006,Intercensal Population Estimate,457577
36085,Richmond County,2007,Intercensal Population Estimate,459642
36085,Richmond County,2008,Intercensal Population Estimate,463701
36085,Richmond County,2009,Intercensal Population Estimate,466965
36087,Rockland County,1970,Intercensal Population Estimate,231105
36087,Rockland County,1971,Intercensal Population Estimate,235945
36087,Rockland County,1972,Intercensal Population Estimate,235819
36087,Rockland County,1973,Intercensal Population Estimate,240854
36087,Rockland County,1974,Intercensal Population Estimate,242094
36087,Rockland County,1975,Intercensal Population Estimate,247957
36087,Rockland County,1976,Intercensal Population Estimate,249013
36087,Rockland County,1977,Intercensal Population Estimate,252124
36087,Rockland County,1978,Intercensal Population Estimate,254853
36087,Rockland County,1979,Intercensal Population Estimate,257088
36087,Rockland County,1980,Intercensal Population Estimate,259596
36087,Rockland County,1981,Intercensal Population Estimate,259063
36087,Rockland County,1982,Intercensal Population Estimate,260232
36087,Rockland County,1983,Intercensal Population Estimate,261573
36087,Rockland County,1984,Intercensal Population Estimate,262931
36087,Rockland County,1985,Intercensal Population Estimate,264364
36087,Rockland County,1986,Intercensal Population Estimate,265492
36087,Rockland County,1987,Intercensal Population Estimate,264626
36087,Rockland County,1988,Intercensal Population Estimate,264575
36087,Rockland County,1989,Intercensal Population Estimate,264823
36087,Rockland County,1990,Intercensal Population Estimate,265981
36087,Rockland County,1991,Intercensal Population Estimate,267800
36087,Rockland County,1992,Intercensal Population Estimate,269753
36087,Rockland County,1993,Intercensal Population Estimate,272523
36087,Rockland County,1994,Intercensal Population Estimate,274855
36087,Rockland County,1995,Intercensal Population Estimate,276649
36087,Rockland County,1996,Intercensal Population Estimate,277714
36087,Rockland County,1997,Intercensal Population Estimate,279082
36087,Rockland County,1998,Intercensal Population Estimate,282044
36087,Rockland County,1999,Intercensal Population Estimate,285265
36087,Rockland County,2000,Intercensal Population Estimate,287720
36087,Rockland County,2001,Intercensal Population Estimate,290613
36087,Rockland County,2002,Intercensal Population Estimate,293728
36087,Rockland County,2003,Intercensal Population Estimate,296224
36087,Rockland County,2004,Intercensal Population Estimate,297562
36087,Rockland County,2005,Intercensal Population Estimate,298737
36087,Rockland County,2006,Intercensal Population Estimate,299390
36087,Rockland County,2007,Intercensal Population Estimate,301668
36087,Rockland County,2008,Intercensal Population Estimate,305413
36087,Rockland County,2009,Intercensal Population Estimate,308652
36091,Saratoga County,1970,Intercensal Population Estimate,123251
36091,Saratoga County,1971,Intercensal Population Estimate,129237
36091,Saratoga County,1972,Intercensal Population Estimate,135114
36091,Saratoga County,1973,Intercensal Population Estimate,140159
36091,Saratoga County,1974,Intercensal Population Estimate,143132
36091,Saratoga County,1975,Intercensal Population Estimate,147019
36091,Saratoga County,1976,Intercensal Population Estimate,149661
36091,Saratoga County,1977,Intercensal Population Estimate,151690
36091,Saratoga County,1978,Intercensal Population Estimate,153900
36091,Saratoga County,1979,Intercensal Population Estimate,155314
36091,Saratoga County,1980,Intercensal Population Estimate,154154
36091,Saratoga County,1981,Intercensal Population Estimate,154865
36091,Saratoga County,1982,Intercensal Population Estimate,155572
36091,Saratoga County,1983,Intercensal Population Estimate,157424
36091,Saratoga County,1984,Intercensal Population Estimate,159213
36091,Saratoga County,1985,Intercensal Population Estimate,161661
36091,Saratoga County,1986,Intercensal Population Estimate,165249
36091,Saratoga County,1987,Intercensal Population Estimate,168549
36091,Saratoga County,1988,Intercensal Population Estimate,173389
36091,Saratoga County,1989,Intercensal Population Estimate,177669
36091,Saratoga County,1990,Intercensal Population Estimate,182259
36091,Saratoga County,1991,Intercensal Population Estimate,184633
36091,Saratoga County,1992,Intercensal Population Estimate,187445
36091,Saratoga County,1993,Intercensal Population Estimate,189404
36091,Saratoga County,1994,Intercensal Population Estimate,191966
36091,Saratoga County,1995,Intercensal Population Estimate,193253
36091,Saratoga County,1996,Intercensal Population Estimate,193937
36091,Saratoga County,1997,Intercensal Population Estimate,194757
36091,Saratoga County,1998,Intercensal Population Estimate,196513
36091,Saratoga County,1999,Intercensal Population Estimate,198641
36091,Saratoga County,2000,Intercensal Population Estimate,201514
36091,Saratoga County,2001,Intercensal Population Estimate,203974
36091,Saratoga County,2002,Intercensal Population Estimate,206446
36091,Saratoga County,2003,Intercensal Population Estimate,209410
36091,Saratoga County,2004,Intercensal Population Estimate,211478
36091,Saratoga County,2005,Intercensal Population Estimate,212975
36091,Saratoga County,2006,Intercensal Population Estimate,214627
36091,Saratoga County,2007,Intercensal Population Estimate,215798
36091,Saratoga County,2008,Intercensal Population Estimate,217282
36091,Saratoga County,2009,Intercensal Population Estimate,218652
36093,Schenectady County,1970,Intercensal Population Estimate,161374
36093,Schenectady County,1971,Intercensal Population Estimate,162593
36093,Schenectady County,1972,Intercensal Population Estimate,162477
36093,Schenectady County,1973,Intercensal Population Estimate,159627
36093,Schenectady County,1974,Intercensal Population Estimate,157423
36093,Schenectady County,1975,Intercensal Population Estimate,156151
36093,Schenectady County,1976,Intercensal Population Estimate,154713
36093,Schenectady County,1977,Intercensal Population Estimate,154136
36093,Schenectady County,1978,Intercensal Population Estimate,153186
36093,Schenectady County,1979,Intercensal Population Estimate,151413
36093,Schenectady County,1980,Intercensal Population Estimate,149985
36093,Schenectady County,1981,Intercensal Population Estimate,149477
36093,Schenectady County,1982,Intercensal Population Estimate,149414
36093,Schenectady County,1983,Intercensal Population Estimate,150026
36093,Schenectady County,1984,Intercensal Population Estimate,149789
36093,Schenectady County,1985,Intercensal Population Estimate,149612
36093,Schenectady County,1986,Intercensal Population Estimate,149722
36093,Schenectady County,1987,Intercensal Population Estimate,148653
36093,Schenectady County,1988,Intercensal Population Estimate,149169
36093,Schenectady County,1989,Intercensal Population Estimate,149167
36093,Schenectady County,1990,Intercensal Population Estimate,149519
36093,Schenectady County,1991,Intercensal Population Estimate,150616
36093,Schenectady County,1992,Intercensal Population Estimate,151002
36093,Schenectady County,1993,Intercensal Population Estimate,150979
36093,Schenectady County,1994,Intercensal Population Estimate,150713
36093,Schenectady County,1995,Intercensal Population Estimate,150355
36093,Schenectady County,1996,Intercensal Population Estimate,149351
36093,Schenectady County,1997,Intercensal Population Estimate,148557
36093,Schenectady County,1998,Intercensal Population Estimate,147738
36093,Schenectady County,1999,Intercensal Population Estimate,146857
36093,Schenectady County,2000,Intercensal Population Estimate,146581
36093,Schenectady County,2001,Intercensal Population Estimate,146334
36093,Schenectady County,2002,Intercensal Population Estimate,147199
36093,Schenectady County,2003,Intercensal Population Estimate,147891
36093,Schenectady County,2004,Intercensal Population Estimate,148900
36093,Schenectady County,2005,Intercensal Population Estimate,150200
36093,Schenectady County,2006,Intercensal Population Estimate,151768
36093,Schenectady County,2007,Intercensal Population Estimate,152275
36093,Schenectady County,2008,Intercensal Population Estimate,153360
36093,Schenectady County,2009,Intercensal Population Estimate,154050
36095,Schoharie County,1970,Intercensal Population Estimate,25093
36095,Schoharie County,1971,Intercensal Population Estimate,26439
36095,Schoharie County,1972,Intercensal Population Estimate,28295
36095,Schoharie County,1973,Intercensal Population Estimate,28953
36095,Schoharie County,1974,Intercensal Population Estimate,28932
36095,Schoharie County,1975,Intercensal Population Estimate,29294
36095,Schoharie County,1976,Intercensal Population Estimate,29295
36095,Schoharie County,1977,Intercensal Population Estimate,29431
36095,Schoharie County,1978,Intercensal Population Estimate,29546
36095,Schoharie County,1979,Intercensal Population Estimate,29725
36095,Schoharie County,1980,Intercensal Population Estimate,29727
36095,Schoharie County,1981,Intercensal Population Estimate,29638
36095,Schoharie County,1982,Intercensal Population Estimate,29727
36095,Schoharie County,1983,Intercensal Population Estimate,30445
36095,Schoharie County,1984,Intercensal Population Estimate,30216
36095,Schoharie County,1985,Intercensal Population Estimate,30063
36095,Schoharie County,1986,Intercensal Population Estimate,30171
36095,Schoharie County,1987,Intercensal Population Estimate,30722
36095,Schoharie County,1988,Intercensal Population Estimate,31462
36095,Schoharie County,1989,Intercensal Population Estimate,31404
36095,Schoharie County,1990,Intercensal Population Estimate,31938
36095,Schoharie County,1991,Intercensal Population Estimate,32454
36095,Schoharie County,1992,Intercensal Population Estimate,32659
36095,Schoharie County,1993,Intercensal Population Estimate,32605
36095,Schoharie County,1994,Intercensal Population Estimate,32356
36095,Schoharie County,1995,Intercensal Population Estimate,32137
36095,Schoharie County,1996,Intercensal Population Estimate,32111
36095,Schoharie County,1997,Intercensal Population Estimate,31557
36095,Schoharie County,1998,Intercensal Population Estimate,31279
36095,Schoharie County,1999,Intercensal Population Estimate,31537
36095,Schoharie County,2000,Intercensal Population Estimate,31514
36095,Schoharie County,2001,Intercensal Population Estimate,31794
36095,Schoharie County,2002,Intercensal Population Estimate,31785
36095,Schoharie County,2003,Intercensal Population Estimate,32032
36095,Schoharie County,2004,Intercensal Population Estimate,32310
36095,Schoharie County,2005,Intercensal Population Estimate,32534
36095,Schoharie County,2006,Intercensal Population Estimate,32661
36095,Schoharie County,2007,Intercensal Population Estimate,32894
36095,Schoharie County,2008,Intercensal Population Estimate,32890
36095,Schoharie County,2009,Intercensal Population Estimate,32776
36097,Schuyler County,1970,Intercensal Population Estimate,16754
36097,Schuyler County,1971,Intercensal Population Estimate,16828
36097,Schuyler County,1972,Intercensal Population Estimate,17329
36097,Schuyler County,1973,Intercensal Population Estimate,17426
36097,Schuyler County,1974,Intercensal Population Estimate,17583
36097,Schuyler County,1975,Intercensal Population Estimate,17858
36097,Schuyler County,1976,Intercensal Population Estimate,17875
36097,Schuyler County,1977,Intercensal Population Estimate,17793
36097,Schuyler County,1978,Intercensal Population Estimate,17865
36097,Schuyler County,1979,Intercensal Population Estimate,18059
36097,Schuyler County,1980,Intercensal Population Estimate,17720
36097,Schuyler County,1981,Intercensal Population Estimate,17788
36097,Schuyler County,1982,Intercensal Population Estimate,17869
36097,Schuyler County,1983,Intercensal Population Estimate,17891
36097,Schuyler County,1984,Intercensal Population Estimate,18033
36097,Schuyler County,1985,Intercensal Population Estimate,17990
36097,Schuyler County,1986,Intercensal Population Estimate,17937
36097,Schuyler County,1987,Intercensal Population Estimate,18178
36097,Schuyler County,1988,Intercensal Population Estimate,18227
36097,Schuyler County,1989,Intercensal Population Estimate,18479
36097,Schuyler County,1990,Intercensal Population Estimate,18705
36097,Schuyler County,1991,Intercensal Population Estimate,18820
36097,Schuyler County,1992,Intercensal Population Estimate,18907
36097,Schuyler County,1993,Intercensal Population Estimate,18965
36097,Schuyler County,1994,Intercensal Population Estimate,18973
36097,Schuyler County,1995,Intercensal Population Estimate,19128
36097,Schuyler County,1996,Intercensal Population Estimate,19089
36097,Schuyler County,1997,Intercensal Population Estimate,19023
36097,Schuyler County,1998,Intercensal Population Estimate,19143
36097,Schuyler County,1999,Intercensal Population Estimate,19117
36097,Schuyler County,2000,Intercensal Population Estimate,19232
36097,Schuyler County,2001,Intercensal Population Estimate,19175
36097,Schuyler County,2002,Intercensal Population Estimate,19179
36097,Schuyler County,2003,Intercensal Population Estimate,19151
36097,Schuyler County,2004,Intercensal Population Estimate,19034
36097,Schuyler County,2005,Intercensal Population Estimate,18880
36097,Schuyler County,2006,Intercensal Population Estimate,18752
36097,Schuyler County,2007,Intercensal Population Estimate,18707
36097,Schuyler County,2008,Intercensal Population Estimate,18644
36097,Schuyler County,2009,Intercensal Population Estimate,18398
36099,Seneca County,1970,Intercensal Population Estimate,35133
36099,Seneca County,1971,Intercensal Population Estimate,35363
36099,Seneca County,1972,Intercensal Population Estimate,34423
36099,Seneca County,1973,Intercensal Population Estimate,34027
36099,Seneca County,1974,Intercensal Population Estimate,33936
36099,Seneca County,1975,Intercensal Population Estimate,34177
36099,Seneca County,1976,Intercensal Population Estimate,34240
36099,Seneca County,1977,Intercensal Population Estimate,34216
36099,Seneca County,1978,Intercensal Population Estimate,34492
36099,Seneca County,1979,Intercensal Population Estimate,34798
36099,Seneca County,1980,Intercensal Population Estimate,33781
36099,Seneca County,1981,Intercensal Population Estimate,33817
36099,Seneca County,1982,Intercensal Population Estimate,33265
36099,Seneca County,1983,Intercensal Population Estimate,33176
36099,Seneca County,1984,Intercensal Population Estimate,33315
36099,Seneca County,1985,Intercensal Population Estimate,33347
36099,Seneca County,1986,Intercensal Population Estimate,33345
36099,Seneca County,1987,Intercensal Population Estimate,33186
36099,Seneca County,1988,Intercensal Population Estimate,33281
36099,Seneca County,1989,Intercensal Population Estimate,33528
36099,Seneca County,1990,Intercensal Population Estimate,33710
36099,Seneca County,1991,Intercensal Population Estimate,33768
36099,Seneca County,1992,Intercensal Population Estimate,33518
36099,Seneca County,1993,Intercensal Population Estimate,32871
36099,Seneca County,1994,Intercensal Population Estimate,32702
36099,Seneca County,1995,Intercensal Population Estimate,32698
36099,Seneca County,1996,Intercensal Population Estimate,33500
36099,Seneca County,1997,Intercensal Population Estimate,33362
36099,Seneca County,1998,Intercensal Population Estimate,33184
36099,Seneca County,1999,Intercensal Population Estimate,33231
36099,Seneca County,2000,Intercensal Population Estimate,33343
36099,Seneca County,2001,Intercensal Population Estimate,34764
36099,Seneca County,2002,Intercensal Population Estimate,35046
36099,Seneca County,2003,Intercensal Population Estimate,35212
36099,Seneca County,2004,Intercensal Population Estimate,35312
36099,Seneca County,2005,Intercensal Population Estimate,35177
36099,Seneca County,2006,Intercensal Population Estimate,35223
36099,Seneca County,2007,Intercensal Population Estimate,35469
36099,Seneca County,2008,Intercensal Population Estimate,35370
36099,Seneca County,2009,Intercensal Population Estimate,35286
36089,St. Lawrence County,1970,Intercensal Population Estimate,112615
36089,St. Lawrence County,1971,Intercensal Population Estimate,113824
36089,St. Lawrence County,1972,Intercensal Population Estimate,116649
36089,St. Lawrence County,1973,Intercensal Population Estimate,115621
36089,St. Lawrence County,1974,Intercensal Population Estimate,115158
36089,St. Lawrence County,1975,Intercensal Population Estimate,116753
36089,St. Lawrence County,1976,Intercensal Population Estimate,117346
36089,St. Lawrence County,1977,Intercensal Population Estimate,117074
36089,St. Lawrence County,1978,Intercensal Population Estimate,116161
36089,St. Lawrence County,1979,Intercensal Population Estimate,115471
36089,St. Lawrence County,1980,Intercensal Population Estimate,114321
36089,St. Lawrence County,1981,Intercensal Population Estimate,113535
36089,St. Lawrence County,1982,Intercensal Population Estimate,112660
36089,St. Lawrence County,1983,Intercensal Population Estimate,112692
36089,St. Lawrence County,1984,Intercensal Population Estimate,113003
36089,St. Lawrence County,1985,Intercensal Population Estimate,113029
36089,St. Lawrence County,1986,Intercensal Population Estimate,111775
36089,St. Lawrence County,1987,Intercensal Population Estimate,110514
36089,St. Lawrence County,1988,Intercensal Population Estimate,110809
36089,St. Lawrence County,1989,Intercensal Population Estimate,111481
36089,St. Lawrence County,1990,Intercensal Population Estimate,112158
36089,St. Lawrence County,1991,Intercensal Population Estimate,113052
36089,St. Lawrence County,1992,Intercensal Population Estimate,114054
36089,St. Lawrence County,1993,Intercensal Population Estimate,114867
36089,St. Lawrence County,1994,Intercensal Population Estimate,114495
36089,St. Lawrence County,1995,Intercensal Population Estimate,114317
36089,St. Lawrence County,1996,Intercensal Population Estimate,113888
36089,St. Lawrence County,1997,Intercensal Population Estimate,112867
36089,St. Lawrence County,1998,Intercensal Population Estimate,112261
36089,St. Lawrence County,1999,Intercensal Population Estimate,112202
36089,St. Lawrence County,2000,Intercensal Population Estimate,111864
36089,St. Lawrence County,2001,Intercensal Population Estimate,111497
36089,St. Lawrence County,2002,Intercensal Population Estimate,111292
36089,St. Lawrence County,2003,Intercensal Population Estimate,111329
36089,St. Lawrence County,2004,Intercensal Population Estimate,111468
36089,St. Lawrence County,2005,Intercensal Population Estimate,111606
36089,St. Lawrence County,2006,Intercensal Population Estimate,111556
36089,St. Lawrence County,2007,Intercensal Population Estimate,111586
36089,St. Lawrence County,2008,Intercensal Population Estimate,111684
36089,St. Lawrence County,2009,Intercensal Population Estimate,112169
36101,Steuben County,1970,Intercensal Population Estimate,99756
36101,Steuben County,1971,Intercensal Population Estimate,100585
36101,Steuben County,1972,Intercensal Population Estimate,101656
36101,Steuben County,1973,Intercensal Population Estimate,100285
36101,Steuben County,1974,Intercensal Population Estimate,99795
36101,Steuben County,1975,Intercensal Population Estimate,100529
36101,Steuben County,1976,Intercensal Population Estimate,100289
36101,Steuben County,1977,Intercensal Population Estimate,100027
36101,Steuben County,1978,Intercensal Population Estimate,100474
36101,Steuben County,1979,Intercensal Population Estimate,99998
36101,Steuben County,1980,Intercensal Population Estimate,99272
36101,Steuben County,1981,Intercensal Population Estimate,98958
36101,Steuben County,1982,Intercensal Population Estimate,98121
36101,Steuben County,1983,Intercensal Population Estimate,97553
36101,Steuben County,1984,Intercensal Population Estimate,98147
36101,Steuben County,1985,Intercensal Population Estimate,96800
36101,Steuben County,1986,Intercensal Population Estimate,96593
36101,Steuben County,1987,Intercensal Population Estimate,96983
36101,Steuben County,1988,Intercensal Population Estimate,97334
36101,Steuben County,1989,Intercensal Population Estimate,98468
36101,Steuben County,1990,Intercensal Population Estimate,99286
36101,Steuben County,1991,Intercensal Population Estimate,99835
36101,Steuben County,1992,Intercensal Population Estimate,100232
36101,Steuben County,1993,Intercensal Population Estimate,100550
36101,Steuben County,1994,Intercensal Population Estimate,100634
36101,Steuben County,1995,Intercensal Population Estimate,99950
36101,Steuben County,1996,Intercensal Population Estimate,99212
36101,Steuben County,1997,Intercensal Population Estimate,98907
36101,Steuben County,1998,Intercensal Population Estimate,98657
36101,Steuben County,1999,Intercensal Population Estimate,98458
36101,Steuben County,2000,Intercensal Population Estimate,98764
36101,Steuben County,2001,Intercensal Population Estimate,99216
36101,Steuben County,2002,Intercensal Population Estimate,99583
36101,Steuben County,2003,Intercensal Population Estimate,99191
36101,Steuben County,2004,Intercensal Population Estimate,98983
36101,Steuben County,2005,Intercensal Population Estimate,98868
36101,Steuben County,2006,Intercensal Population Estimate,98473
36101,Steuben County,2007,Intercensal Population Estimate,98541
36101,Steuben County,2008,Intercensal Population Estimate,98726
36101,Steuben County,2009,Intercensal Population Estimate,98949
36103,Suffolk County,1970,Intercensal Population Estimate,1132780
36103,Suffolk County,1971,Intercensal Population Estimate,1155810
36103,Suffolk County,1972,Intercensal Population Estimate,1174858
36103,Suffolk County,1973,Intercensal Population Estimate,1198823
36103,Suffolk County,1974,Intercensal Population Estimate,1215793
36103,Suffolk County,1975,Intercensal Population Estimate,1242709
36103,Suffolk County,1976,Intercensal Population Estimate,1257888
36103,Suffolk County,1977,Intercensal Population Estimate,1272824
36103,Suffolk County,1978,Intercensal Population Estimate,1280738
36103,Suffolk County,1979,Intercensal Population Estimate,1286679
36103,Suffolk County,1980,Intercensal Population Estimate,1285719
36103,Suffolk County,1981,Intercensal Population Estimate,1286411
36103,Suffolk County,1982,Intercensal Population Estimate,1288825
36103,Suffolk County,1983,Intercensal Population Estimate,1298366
36103,Suffolk County,1984,Intercensal Population Estimate,1303501
36103,Suffolk County,1985,Intercensal Population Estimate,1306894
36103,Suffolk County,1986,Intercensal Population Estimate,1309200
36103,Suffolk County,1987,Intercensal Population Estimate,1310592
36103,Suffolk County,1988,Intercensal Population Estimate,1319883
36103,Suffolk County,1989,Intercensal Population Estimate,1322291
36103,Suffolk County,1990,Intercensal Population Estimate,1322686
36103,Suffolk County,1991,Intercensal Population Estimate,1326777
36103,Suffolk County,1992,Intercensal Population Estimate,1336663
36103,Suffolk County,1993,Intercensal Population Estimate,1346667
36103,Suffolk County,1994,Intercensal Population Estimate,1354011
36103,Suffolk County,1995,Intercensal Population Estimate,1361391
36103,Suffolk County,1996,Intercensal Population Estimate,1368366
36103,Suffolk County,1997,Intercensal Population Estimate,1377203
36103,Suffolk County,1998,Intercensal Population Estimate,1390729
36103,Suffolk County,1999,Intercensal Population Estimate,1406161
36103,Suffolk County,2000,Intercensal Population Estimate,1424081
36103,Suffolk County,2001,Intercensal Population Estimate,1442488
36103,Suffolk County,2002,Intercensal Population Estimate,1456745
36103,Suffolk County,2003,Intercensal Population Estimate,1470849
36103,Suffolk County,2004,Intercensal Population Estimate,1478215
36103,Suffolk County,2005,Intercensal Population Estimate,1477687
36103,Suffolk County,2006,Intercensal Population Estimate,1475626
36103,Suffolk County,2007,Intercensal Population Estimate,1475255
36103,Suffolk County,2008,Intercensal Population Estimate,1480218
36103,Suffolk County,2009,Intercensal Population Estimate,1487206
36105,Sullivan County,1970,Intercensal Population Estimate,53161
36105,Sullivan County,1971,Intercensal Population Estimate,55537
36105,Sullivan County,1972,Intercensal Population Estimate,57287
36105,Sullivan County,1973,Intercensal Population Estimate,59991
36105,Sullivan County,1974,Intercensal Population Estimate,61446
36105,Sullivan County,1975,Intercensal Population Estimate,62346
36105,Sullivan County,1976,Intercensal Population Estimate,64212
36105,Sullivan County,1977,Intercensal Population Estimate,65635
36105,Sullivan County,1978,Intercensal Population Estimate,66076
36105,Sullivan County,1979,Intercensal Population Estimate,66290
36105,Sullivan County,1980,Intercensal Population Estimate,65046
36105,Sullivan County,1981,Intercensal Population Estimate,64357
36105,Sullivan County,1982,Intercensal Population Estimate,63698
36105,Sullivan County,1983,Intercensal Population Estimate,64937
36105,Sullivan County,1984,Intercensal Population Estimate,64827
36105,Sullivan County,1985,Intercensal Population Estimate,65130
36105,Sullivan County,1986,Intercensal Population Estimate,66159
36105,Sullivan County,1987,Intercensal Population Estimate,66909
36105,Sullivan County,1988,Intercensal Population Estimate,68234
36105,Sullivan County,1989,Intercensal Population Estimate,69044
36105,Sullivan County,1990,Intercensal Population Estimate,69545
36105,Sullivan County,1991,Intercensal Population Estimate,70347
36105,Sullivan County,1992,Intercensal Population Estimate,71416
36105,Sullivan County,1993,Intercensal Population Estimate,72145
36105,Sullivan County,1994,Intercensal Population Estimate,72152
36105,Sullivan County,1995,Intercensal Population Estimate,72379
36105,Sullivan County,1996,Intercensal Population Estimate,72758
36105,Sullivan County,1997,Intercensal Population Estimate,72712
36105,Sullivan County,1998,Intercensal Population Estimate,72974
36105,Sullivan County,1999,Intercensal Population Estimate,73341
36105,Sullivan County,2000,Intercensal Population Estimate,74134
36105,Sullivan County,2001,Intercensal Population Estimate,74143
36105,Sullivan County,2002,Intercensal Population Estimate,74452
36105,Sullivan County,2003,Intercensal Population Estimate,75447
36105,Sullivan County,2004,Intercensal Population Estimate,76265
36105,Sullivan County,2005,Intercensal Population Estimate,76780
36105,Sullivan County,2006,Intercensal Population Estimate,77231
36105,Sullivan County,2007,Intercensal Population Estimate,77991
36105,Sullivan County,2008,Intercensal Population Estimate,77755
36105,Sullivan County,2009,Intercensal Population Estimate,77647
36107,Tioga County,1970,Intercensal Population Estimate,46744
36107,Tioga County,1971,Intercensal Population Estimate,47705
36107,Tioga County,1972,Intercensal Population Estimate,47756
36107,Tioga County,1973,Intercensal Population Estimate,47804
36107,Tioga County,1974,Intercensal Population Estimate,47605
36107,Tioga County,1975,Intercensal Population Estimate,48619
36107,Tioga County,1976,Intercensal Population Estimate,49271
36107,Tioga County,1977,Intercensal Population Estimate,49572
36107,Tioga County,1978,Intercensal Population Estimate,49856
36107,Tioga County,1979,Intercensal Population Estimate,49909
36107,Tioga County,1980,Intercensal Population Estimate,49960
36107,Tioga County,1981,Intercensal Population Estimate,50315
36107,Tioga County,1982,Intercensal Population Estimate,50102
36107,Tioga County,1983,Intercensal Population Estimate,50060
36107,Tioga County,1984,Intercensal Population Estimate,50122
36107,Tioga County,1985,Intercensal Population Estimate,50873
36107,Tioga County,1986,Intercensal Population Estimate,50859
36107,Tioga County,1987,Intercensal Population Estimate,50983
36107,Tioga County,1988,Intercensal Population Estimate,51813
36107,Tioga County,1989,Intercensal Population Estimate,51982
36107,Tioga County,1990,Intercensal Population Estimate,52479
36107,Tioga County,1991,Intercensal Population Estimate,52812
36107,Tioga County,1992,Intercensal Population Estimate,53111
36107,Tioga County,1993,Intercensal Population Estimate,53237
36107,Tioga County,1994,Intercensal Population Estimate,53259
36107,Tioga County,1995,Intercensal Population Estimate,52601
36107,Tioga County,1996,Intercensal Population Estimate,52287
36107,Tioga County,1997,Intercensal Population Estimate,52160
36107,Tioga County,1998,Intercensal Population Estimate,52163
36107,Tioga County,1999,Intercensal Population Estimate,51892
36107,Tioga County,2000,Intercensal Population Estimate,51838
36107,Tioga County,2001,Intercensal Population Estimate,51712
36107,Tioga County,2002,Intercensal Population Estimate,51992
36107,Tioga County,2003,Intercensal Population Estimate,51895
36107,Tioga County,2004,Intercensal Population Estimate,51631
36107,Tioga County,2005,Intercensal Population Estimate,51611
36107,Tioga County,2006,Intercensal Population Estimate,51536
36107,Tioga County,2007,Intercensal Population Estimate,51565
36107,Tioga County,2008,Intercensal Population Estimate,51498
36107,Tioga County,2009,Intercensal Population Estimate,51236
36109,Tompkins County,1970,Intercensal Population Estimate,77106
36109,Tompkins County,1971,Intercensal Population Estimate,77286
36109,Tompkins County,1972,Intercensal Population Estimate,80109
36109,Tompkins County,1973,Intercensal Population Estimate,83331
36109,Tompkins County,1974,Intercensal Population Estimate,85587
36109,Tompkins County,1975,Intercensal Population Estimate,85475
36109,Tompkins County,1976,Intercensal Population Estimate,86073
36109,Tompkins County,1977,Intercensal Population Estimate,86291
36109,Tompkins County,1978,Intercensal Population Estimate,86460
36109,Tompkins County,1979,Intercensal Population Estimate,87162
36109,Tompkins County,1980,Intercensal Population Estimate,87380
